data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
6133322,120,CAO2544,2544,2019-09-23,2019,1,Violence against civilians,Attack,Unidentified Armed Group (Cameroon),,3,Civilians (Cameroon),,7,37,Middle Africa,Cameroon,Extreme-Nord,Mayo-Sava,Kolofata,Bia,11.1689,14.0926,1,Undisclosed Source,Local partner-Other,"On September 23, 2019, an Unidentified Armed Group attacked the village of Bia, wounding one villager and stealing goods.",0,1571260123,CMR
6074246,120,CAO2530,2530,2019-09-21,2019,1,Battles,Armed clash,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Military Forces of Cameroon (1982-),Unidentified Communal Militia (Cameroon),1,12,Middle Africa,Cameroon,Extreme-Nord,Mayo-Tsanaga,Mokolo,Tourou,10.9370,13.7176,2,L'Oeil,New media,"On September 21, 2019, Boko Haram killed 1 Military Forces of Cameroon (1982-) soldier and injured 4 others alongside with 4 members of a local militia in an attack on Guistsenad [unfound location, coded: Tourou].",1,1571164567,CMR
6121749,120,CAO2537,2537,2019-09-20,2019,1,Violence against civilians,Attack,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Cameroon),,7,27,Middle Africa,Cameroon,Extreme-Nord,Mayo-Sava,Kolofata,Kolofata,11.1621,14.0115,2,Sembe TV,New media,"On September 20, 2019, Boko Haram attacked the locality of Pivou [unfound exact location, coded: Kolofata], killing 1 civilian and injuring 2 others.",1,1571164635,CMR
6316350,120,CAO2529,2529,2019-09-20,2019,1,Battles,Armed clash,Military Forces of Cameroon (1982-),Government of Cameroon (1982-),1,Ambazonian Separatists (Cameroon),,2,12,Middle Africa,Cameroon,Nord-Ouest,Mezam,Bamenda 2,Bamenda,5.9333,10.1667,1,Xinhua,International,"On September 20, 2019, Military Forces of Cameroon (1982-) repelled an attack by Ambazonian Separatists on a hotel of Bamenda, where government officials were staying.",0,1572403787,CMR
6074294,120,CAO2527,2527,2019-09-19,2019,1,Battles,Armed clash,Military Forces of Cameroon (1982-),,1,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,12,Middle Africa,Cameroon,Extreme-Nord,Mayo-Sava,Kolofata,Kolofata,11.1621,14.0115,2,L'Oeil,New media,"On September 19, 2019, Military Forces of Cameroon (1982-) killed 5 militants of Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad in an ambush near Kidi river, 10 kilometers from Tolkomari [unfound location, coded: Kolofata]",5,1571164567,CMR
6121752,120,CAO2533,2533,2019-09-19,2019,1,Strategic developments,Looting/property destruction,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Cameroon),,7,27,Middle Africa,Cameroon,Extreme-Nord,Mayo-Sava,Kolofata,Ganse,11.1543,14.0715,1,Sembe TV,New media,"On September 19, 2019, militants of Boko Haram looted several homes and stole goods in Ganse.",0,1571164635,CMR
6121761,120,CAO2536,2536,2019-09-19,2019,1,Violence against civilians,Attack,Military Forces of Cameroon (1982-),,1,Civilians (Cameroon),,7,17,Middle Africa,Cameroon,Extreme-Nord,Diamare,Maroua 2,Maroua,10.5909,14.3159,3,Sembe TV,New media,"On September 19, 2019, Military Forces of Cameroon (1982-) opened fire on civilians after they mistook them for militants of Boko Haram - Wilayat Gharb Ifriqiyyah (Barnawi Faction) in Woulgo, Extreme-Nord. No major injury reported.",0,1571164635,CMR
6121744,120,CAO2534,2534,2019-09-19,2019,1,Strategic developments,Looting/property destruction,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Cameroon),,7,27,Middle Africa,Cameroon,Extreme-Nord,Mayo-Sava,Kolofata,Kolofata,11.1621,14.0115,1,Sembe TV,New media,"On September 19, 2019, Boko Haram looted one shop in Kolofata, and stole goods.",0,1571164635,CMR
6121765,120,CAO2528,2528,2019-09-19,2019,1,Battles,Armed clash,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Military Forces of Cameroon (1982-),,1,12,Middle Africa,Cameroon,Extreme-Nord,Mayo-Sava,Mayo Moskota,Kouyape,11.0210,13.9666,1,Sembe TV,New media,"On September 19, 2019, Boko Haram attacked the locality of Kouyape, resulting in clashed with Military Forces of Cameroon (1982-). 5 people were killed including 1 civilian and 4 militants.",5,1571164635,CMR
6133342,120,CAO2538,2538,2019-09-19,2019,1,Battles,Armed clash,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Military Forces of Cameroon (1982-),,1,12,Middle Africa,Cameroon,Extreme-Nord,Logone-Et-Chari,Fotokol,Soueram,12.5275,14.2123,1,Undisclosed Source,Local partner-Other,"On September 19, 2019, Military Forces of Cameroon ""stopped"" an attempted attack by Boko Haram in Soueram. Details limitied; extent of violence between the actors is not known.",0,1571260123,CMR
6121750,120,CAO2526,2526,2019-09-17,2019,1,Battles,Armed clash,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Military Forces of Cameroon (1982-) Rapid Intervention Battalion,,1,12,Middle Africa,Cameroon,Extreme-Nord,Mayo-Sava,Kolofata,Cheripouri,11.1768,14.0725,1,Sembe TV,New media,"On September 17, 2019, Military Forces of Cameroon (1982-) Rapid Intervention Battalion repelled an armed incursion by Boko Haram in Cheripouri.",0,1571164635,CMR
6318215,120,CAO2525,2525,2019-09-17,2019,1,Battles,Armed clash,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Military Forces of Cameroon (1982-),,1,12,Middle Africa,Cameroon,Extreme-Nord,Logone-Et-Chari,Makary,Manawadji,12.6404,14.2786,1,Xinhua,International,"On September 17, 2019, Military Forces of Cameroon (1982-) repelled an attack by Boko Haram in Manawadji, killing 10 militants.",10,1572403790,CMR
6121771,120,CAO2532,2532,2019-09-16,2019,1,Strategic developments,Looting/property destruction,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Cameroon),,7,27,Middle Africa,Cameroon,Extreme-Nord,Mayo-Sava,Kolofata,Zanga,11.1198,13.8742,1,Sembe TV,New media,"On September 16, 2019, Boko Haram attacked Zamga (Zanga), and stole small ruminants and clothes. No casualities.",0,1571164635,CMR
6318696,120,CAO2535,2535,2019-09-16,2019,1,Violence against civilians,Attack,Ambazonian Separatists (Cameroon),,2,Civilians (Cameroon),Women (Cameroon),7,27,Middle Africa,Cameroon,Nord-Ouest,Momo,Batibo,Guzang,5.8388,9.9324,1,Xinhua,International,"On September 16, 2019, Ambazonian Separatists allegedly killed one woman in Guzang, in the Nord-Ouest province. Ambazonian Separatists denied this.",1,1572403790,CMR
6121770,120,CAO2531,2531,2019-09-15,2019,1,Strategic developments,Looting/property destruction,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Cameroon),,7,27,Middle Africa,Cameroon,Extreme-Nord,Mayo-Tsanaga,Mayo Moskota,Krawa Mafa,10.9833,13.8000,1,Sembe TV,New media,"On September 15, 2019, Boko Haram attacked the village of Krawa Mafa, setting fire to 40 houses and looting goats and sheep. No reported casualities.",0,1571164635,CMR
6133361,120,CAO2524,2524,2019-09-15,2019,1,Battles,Armed clash,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Military Forces of Cameroon (1982-),,1,12,Middle Africa,Cameroon,Extreme-Nord,Logone-Et-Chari,Fotokol,Soueram,12.5275,14.2123,1,Undisclosed Source,Local partner-Other,"In the night of September 14 to 15, 2019, Boko Haram attacked a post of Military Forces of Cameroun (1982-) in Soueram. 5 military were killed and 8 others injured.",5,1571260123,CMR
6074366,120,CAO2521,2521,2019-09-13,2019,1,Violence against civilians,Attack,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Cameroon),,7,27,Middle Africa,Cameroon,Extreme-Nord,Mayo-Sava,Kolofata,Goumouldi,11.1626,13.9534,1,L'Oeil,New media,"13 September. Boko Haram attacked civilians in Goumouldi, Kolofata. 2 civilians were killed in the attack.",2,1571164567,CMR
6119663,120,CAO2520,2520,2019-09-13,2019,1,Violence against civilians,Attack,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Cameroon),Farmers (Cameroon),7,27,Middle Africa,Cameroon,Extreme-Nord,Mayo-Sava,Kolofata,Kerawa,11.1842,13.9142,1,Mimi Mefo,New media,"13 September. Boko Haram abducted and killed 2 civilian farmers in Kerawa, Kolofata. Two civilians were killed in the attack.",2,1571164633,CMR
6119821,120,CAO2519,2519,2019-09-11,2019,1,Violence against civilians,Attack,Military Forces of Cameroon (1982-) Rapid Intervention Battalion,,1,Civilians (Cameroon),,7,17,Middle Africa,Cameroon,Sud-Ouest,Fako,Tiko,Mutengene,4.0913,9.3144,1,Mimi Mefo,New media,"11 September. Military forces attacked civilians in Mutengene, Fako. 2 civilians were killed in this attack.",2,1571164633,CMR
6119790,120,CAO2523,2523,2019-09-09,2019,1,Protests,Peaceful protest,Protesters (Cameroon),Women (Cameroon),6,,,0,60,Middle Africa,Cameroon,Sud-Ouest,Kupe-Manenguba,Tombel,Tombel,4.7466,9.6705,1,Mimi Mefo,New media,"09 September. Women demonstrated against police forces in Tombel, Kupe-Manenguba, against the mass arrest of their husbands. [size=no report]",0,1571164633,CMR
6119737,120,CAO2517,2517,2019-09-08,2019,1,Violence against civilians,Attack,Military Forces of Cameroon (1982-),,1,Civilians (Cameroon),Women (Cameroon),7,17,Middle Africa,Cameroon,Nord-Ouest,Mezam,Tubah,Bambui,6.0500,10.2333,1,Mimi Mefo,New media,"08 September. Military forces shot and killed a civilian in Bambui, Tubah during operations against Ambazonian separatists.",1,1571164633,CMR
6119828,120,CAO2516,2516,2019-09-08,2019,1,Violence against civilians,Attack,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Cameroon),,7,27,Middle Africa,Cameroon,Extreme-Nord,Mayo-Sava,Kolofata,Kolofata,11.1621,14.0115,2,Mimi Mefo,New media,"08 September. Boko Haram attacked civilians in Galbiduh, Kolofata. 4 civilians were abducted and killed.",4,1571164633,CMR
5975715,120,CAO2511,2511,2019-09-08,2019,1,Battles,Armed clash,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Military Forces of Cameroon (1982-),,1,12,Middle Africa,Cameroon,Extreme-Nord,Logone-Et-Chari,Waza,Zigague,11.6828,14.6485,2,UN (unspecified),Other,"08 September. Boko Haram and military forces clashed in Bakouna, near Zigague, Logone-Et-Chari following at attempted attack on civilians.",0,1568671160,CMR
6319466,120,CAO2518,2518,2019-09-08,2019,1,Violence against civilians,Attack,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Cameroon),,7,27,Middle Africa,Cameroon,Extreme-Nord,Mayo-Sava,Kolofata,Kolofata,11.1621,14.0115,2,Xinhua,International,"08 September. Boko Haram attacked civilians in Talkoumri area of Kolofata, Mayo-Sava. 4 civilians were killed in the attack.",4,1572403791,CMR
6121773,120,CAO2510,2510,2019-09-07,2019,1,Battles,Armed clash,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Military Forces of Cameroon (1982-),,1,12,Middle Africa,Cameroon,Extreme-Nord,Mayo-Tsanaga,Mokolo,Tchebe-Tchebe,11.0024,13.8320,1,Sembe TV,New media,"07 September. Boko Haram clashed with military forces at Tchebe-Tchebe military base, Mokolo. Boko Haram were able to steal a significant amount of ammunition. No reported casuality.",0,1571164635,CMR
6121775,120,CAO2513,2513,2019-09-07,2019,1,Violence against civilians,Attack,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Cameroon),Women (Cameroon),7,27,Middle Africa,Cameroon,Extreme-Nord,Mayo-Tsanaga,Mayo Moskota,Mozogo,10.9638,13.9065,1,Sembe TV,New media,"07 September. Boko Haram militants killed a civilian and assaulted 3 other women in Mozogo, Mayo Moskota.",1,1571164635,CMR
6121763,120,CAO2509,2509,2019-09-07,2019,2,Violence against civilians,Abduction/forced disappearance,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Cameroon),Women (Cameroon),7,27,Middle Africa,Cameroon,Extreme-Nord,Mayo-Sava,Kolofata,Kerawa,11.1842,13.9142,2,Sembe TV,New media,"On or before 07 September. Boko Haram abducted 2 women from Bourvare village near Kerawa, Kolofata. They were released 07 September.",0,1571164635,CMR
6121758,120,CAO2515,2515,2019-09-07,2019,1,Violence against civilians,Attack,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Cameroon),,7,27,Middle Africa,Cameroon,Extreme-Nord,Mayo-Sava,Kolofata,Kolofata,11.1621,14.0115,2,Sembe TV,New media,"07 September. Boko Haram militants attacked civilians in Satomi, Kolofata. No casualities reported.",0,1571164635,CMR
6121768,120,CAO2514,2514,2019-09-07,2019,1,Violence against civilians,Attack,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Cameroon),,7,27,Middle Africa,Cameroon,Extreme-Nord,Mayo-Sava,Kolofata,Bia,11.1689,14.0926,1,Sembe TV,New media,"07 September. Boko Haram militants attacked civilians in Bia, Kolofata. No casualities reported.",0,1571164635,CMR
6121755,120,CAO2522,2522,2019-09-07,2019,1,Strategic developments,Looting/property destruction,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Cameroon),,7,27,Middle Africa,Cameroon,Extreme-Nord,Mayo-Tsanaga,Mayo Moskota,Madakar,10.9894,13.8673,1,Sembe TV,New media,"07 September. Boko Haram militants steal livestock from civilians in Madakar, Mayo Moskota.",0,1571164635,CMR
6074249,120,CAO2512,2512,2019-09-06,2019,1,Violence against civilians,Attack,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Cameroon),,7,27,Middle Africa,Cameroon,Extreme-Nord,Logone-Et-Chari,Hile Alifa,Bargaram,12.6490,14.3111,1,L'Oeil,New media,"06 September. Boko militants attacked civilians in Bargaram, Hile Alifa. Casualities unknown.",0,1571164567,CMR
6119760,120,CAO2502,2502,2019-09-04,2019,1,Riots,Mob violence,Rioters (Cameroon),Vigilante Group (Cameroon),5,Civilians (Cameroon),Police Forces of Cameroon (1982-),7,57,Middle Africa,Cameroon,Littoral,Wouri,Douala 1,Douala,4.0469,9.7084,1,Mimi Mefo,New media,"04 September. A group carried out mob justice by beating alleged thieves in Douala, Wouri. Police forces intervened by firing tear gas, shots into the air, and making arrests. [size=no report]",0,1571164633,CMR
5958479,120,CAO2504,2504,2019-09-04,2019,1,Violence against civilians,Attack,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Cameroon),,7,27,Middle Africa,Cameroon,Extreme-Nord,Mayo-Sava,Kolofata,Kordo,11.2500,13.9990,1,UN (unspecified),Other,"04 September. Boko Haram militants attacked civilians and stole goods from Kordo, Kolofata. 1 man was killed in the attack.",1,1568053569,CMR
6119746,120,CAO2499,2499,2019-09-03,2019,1,Violence against civilians,Abduction/forced disappearance,Ambazonian Separatists (Cameroon),,2,Civilians (Cameroon),Journalists (Cameroon),7,27,Middle Africa,Cameroon,Sud-Ouest,Fako,Buea,Buea,4.1527,9.2410,2,Mimi Mefo,New media,"03 September. A radio presenter was kidnapped by Ambazonian separatists on the outskirts of Buea, Buea subdivision, Fako. Separatists burned some of the radio station buildings during the abduction.",0,1571164633,CMR
6226600,120,CAO2500,2500,2019-09-03,2019,1,Battles,Armed clash,Ambazonian Separatists (Cameroon),,2,Military Forces of Cameroon (1982-) Rapid Intervention Battalion,,1,12,Middle Africa,Cameroon,Nord-Ouest,Mezam,Bamenda 2,Bamenda,5.9333,10.1667,2,Xinhua; Mimi Mefo,New media-International,03 September. Ambazonian separatists and military BIR forces clashed in Nchouboh area of Bamenda 2. 4 separatists and a soldier were killed in the clash.,5,1572403604,CMR
6121760,120,CAO2501,2501,2019-09-03,2019,1,Strategic developments,Looting/property destruction,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Cameroon),,7,27,Middle Africa,Cameroon,Extreme-Nord,Mayo-Sava,Kolofata,Kolofata,11.1621,14.0115,1,Sembe TV,New media,"03 September. Boko Haram forces raided goods from civilians in Kolofata, Mayo-Sava.",0,1571164635,CMR
6027092,120,CAO2494,2494,2019-09-02,2019,1,Violence against civilians,Attack,Ambazonian Separatists (Cameroon),,2,Civilians (Cameroon),,7,27,Middle Africa,Cameroon,Nord-Ouest,Mezam,Bamenda 2,Bamenda,5.9333,10.1667,1,Mimi Mefo; AFP,New media-International,"02 September. Ambazonian separatists enforced a city ""lock-down"" by firing shots and forcing civilians to flee the streets in Bamenda, Mezam. Some explosions were also heard by residents.",0,1571164374,CMR
6119605,120,CAO2495,2495,2019-09-02,2019,1,Violence against civilians,Attack,Unidentified Armed Group (Cameroon),,3,Civilians (Cameroon),,7,37,Middle Africa,Cameroon,Nord-Ouest,Bui,Jakiri,Kumbo,6.2000,10.6667,1,Mimi Mefo,New media,"02 September. An unidentified armed group fired shots and forced civilians to flee in Kumbo, Jakiri.",0,1571164633,CMR
6121762,120,CAO2496,2496,2019-09-02,2019,1,Violence against civilians,Attack,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Cameroon),,7,27,Middle Africa,Cameroon,Extreme-Nord,Mayo-Tsanaga,Mayo Moskota,Mozogo,10.9638,13.9065,1,Sembe TV,New media,"02 September. Boko Haram militants attacked civilians in Mozogo, Mayo Moskota.",0,1571164635,CMR
6121751,120,CAO2497,2497,2019-09-02,2019,1,Violence against civilians,Abduction/forced disappearance,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Cameroon),Women (Cameroon),7,27,Middle Africa,Cameroon,Extreme-Nord,Mayo-Tsanaga,Mokolo,Zelevet,11.0051,13.8014,1,Sembe TV,New media,"02 September. Boko Haram militants abducted a woman and looted from civilians in Zelevet, Mokolo.",0,1571164635,CMR
5958474,120,CAO2498,2498,2019-09-02,2019,1,Strategic developments,Looting/property destruction,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Cameroon),,7,27,Middle Africa,Cameroon,Extreme-Nord,Mayo-Tsanaga,Mayo Moskota,Mozogo,10.9638,13.9065,1,UN (unspecified),Other,"02 September. Boko Haram looted goods from stores and homes in Mozogo, Mayo Moskota.",0,1568053569,CMR
6119702,120,CAO2493,2493,2019-09-01,2019,1,Battles,Armed clash,Ambazonian Separatists (Cameroon),,2,Military Forces of Cameroon (1982-),,1,12,Middle Africa,Cameroon,Sud-Ouest,Ndian,Ekondo Titi,Kumba,4.6921,9.2097,1,Mimi Mefo,New media,"01 September. Ambazonian separatists clashed with military forces in Kumba, Ndian. 4 were killed in the clash.",4,1571164633,CMR
6119833,120,CAO2490,2490,2019-08-31,2019,1,Violence against civilians,Abduction/forced disappearance,Ambazonian Separatists (Cameroon),,2,Civilians (Cameroon),Military Forces of Cameroon (1982-),7,27,Middle Africa,Cameroon,Sud-Ouest,Kupe-Manenguba,Muyuka,Ekona,5.0288,9.4924,1,Mimi Mefo,New media,"31 August. Ambazonian separatists abducted a Marine from Ekona, Muyuka and demanded a ransom for his release.",0,1571164633,CMR
6027091,120,CAO2489,2489,2019-08-30,2019,1,Violence against civilians,Attack,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Cameroon),Farmers (Cameroon),7,27,Middle Africa,Cameroon,Extreme-Nord,Mayo-Sava,Kolofata,Kolofata,11.1621,14.0115,2,Sembe TV; Journal du Cameroun,New media-National,"30 August. Boko Haram militants attacked and abducted civilian farmers from Bouvare, near Kolofata, Mayo-Sava. One civilian was beaten into a coma, while 8 were abducted.",0,1571164374,CMR
